iyear,imonth,country_txt,region_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,nkill,nwound,latitude,longitude,gname
2015,9,Philippines,Southeast Asia,Bombing/Explosion,Military,Explosives,0.0,0.0,7.670653,126.085624,New People's Army (NPA)
2015,8,Philippines,Southeast Asia,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,8.113273,125.607828,New People's Army (NPA)
2014,10,Philippines,Southeast Asia,Bombing/Explosion,Religious Figures/Institutions,Explosives,3.0,2.0,7.055901,124.678316,Bangsamoro Islamic Freedom Movement (BIFM)
2016,1,Philippines,Southeast Asia,Bombing/Explosion,Business,Explosives,0.0,0.0,6.050458,121.012245,Abu Sayyaf Group (ASG)
2013,10,Philippines,Southeast Asia,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,7.825203,123.437378,Unknown
2013,11,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Unknown,0.0,0.0,7.894017,126.034033,New People's Army (NPA)
2008,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0,14.544539,121.364079,New People's Army (NPA)
2008,8,Philippines,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Firearms,0.0,0.0,12.918374,123.659351,New People's Army (NPA)
2017,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,6.120132,125.117342,New People's Army (NPA)
2009,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,9.02111,126.23167,New People's Army (NPA)
2016,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Tourists,Firearms,0.0,0.0,6.579619,124.758259,New People's Army (NPA)
2010,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,6.697343,125.082779,New People's Army (NPA)
2012,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,6.946522,125.108809,New People's Army (NPA)
2016,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0,17.466863,121.465383,Unknown
2013,2,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,9.477941,125.580588,New People's Army (NPA)
2015,4,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,8.800343,126.300013,New People's Army (NPA)
2009,2,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,16.105772,121.746511,New People's Army (NPA)
2016,2,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,6.308455,124.845185,New People's Army (NPA)
2009,8,Philippines,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0,13.493886,123.325117,New People's Army (NPA)
2016,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,7.027705,125.114258,New People's Army (NPA)
2017,1,Philippines,Southeast Asia,Facility/Infrastructure Attack,Transportation,Firearms,0.0,0.0,6.017535,124.550206,New People's Army (NPA)
2008,4,Philippines,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0,7.371271,125.49612,New People's Army (NPA)
2015,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,8.05,126.066667,Unknown
2017,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0,7.245085,124.390393,Bangsamoro Islamic Freedom Movement (BIFM)
2011,10,Philippines,Southeast Asia,Facility/Infrastructure Attack,Journalists & Media,Incendiary,0.0,0.0,12.369172,121.082698,Unknown
2008,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.083241,125.600998,New People's Army (NPA)
2014,2,Philippines,Southeast Asia,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0,7.107018,124.826681,Unknown
2010,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,6.89333,124.68333,Unknown
2015,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,13.7335,123.51688,New People's Army (NPA)
2015,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,10.716484,122.266241,New People's Army (NPA)
2013,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.083241,125.600998,New People's Army (NPA)
2017,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,11.632817,122.339541,New People's Army (NPA)
2013,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,13.729444,123.535,New People's Army (NPA)
2013,8,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,9.543137,125.524902,New People's Army (NPA)
2017,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,0.0,0.0,7.239798,126.16165,New People's Army (NPA)
2008,10,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,6.006386,124.738083,Moro Islamic Liberation Front (MILF)
2011,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,8.214854,123.542759,Unknown
2009,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0,7.249716,126.157319,New People's Army (NPA)
2017,10,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,17.415977,121.4413,New People's Army (NPA)
2013,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.132558,125.489147,New People's Army (NPA)
2012,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,7.73,125.099,New People's Army (NPA)
2010,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,8.486497,126.047207,New People's Army (NPA)
2008,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Food or Water Supply,Incendiary,0.0,0.0,9.16667,123.05,New People's Army (NPA)
2013,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Military,Incendiary,0.0,0.0,12.224609,123.784397,New People's Army (NPA)
2014,1,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,5.967238,125.286134,New People's Army (NPA)
2015,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,8.636616,126.067595,New People's Army (NPA)
2016,1,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,8.742664,124.780998,New People's Army (NPA)
2008,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,9.165452,125.522668,New People's Army (NPA)
2014,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,14.283364,122.783469,New People's Army (NPA)
2012,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,6.809045,125.192555,New People's Army (NPA)
2013,2,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,8.731382,126.202814,New People's Army (NPA)
2011,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,9.763175,125.488415,New People's Army (NPA)
2009,8,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.509646,126.10367,Unknown
2008,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0,12.138858,123.790941,New People's Army (NPA)
2009,4,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,17.79154,121.477584,New People's Army (NPA)
2015,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,6.634899,125.082855,New People's Army (NPA)
2013,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,8.537056,126.119442,New People's Army (NPA)
2016,11,Philippines,Southeast Asia,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0,5.888056,124.82972,New People's Army (NPA)
2014,12,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,8.469066,125.831184,New People's Army (NPA)
2014,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,15.631111,121.143889,New People's Army (NPA)
2017,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,9.78472,125.489693,New People's Army (NPA)
2011,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,9.78472,125.489693,New People's Army (NPA)
2008,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,10.59583,123.483172,New People's Army (NPA)
2014,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,6.617372,125.216648,New People's Army (NPA)
2010,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,14.119686,122.625722,New People's Army (NPA)
2013,2,Philippines,Southeast Asia,Facility/Infrastructure Attack,Maritime,Firearms,0.0,0.0,6.700414,121.972557,Unknown
2017,1,Philippines,Southeast Asia,Facility/Infrastructure Attack,Transportation,Firearms,0.0,0.0,6.012985,124.593255,New People's Army (NPA)
2010,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,7.797467,126.165351,New People's Army (NPA)
2009,4,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.291386,122.064633,Unknown
2017,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,9.691078,118.577846,New People's Army (NPA)
2010,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,7.104838,124.730049,Unknown
2015,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,7.15857,126.161615,New People's Army (NPA)
2013,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,6.083333,125.283333,New People's Army (NPA)
2014,9,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.962202,125.159129,New People's Army (NPA)
2010,10,Philippines,Southeast Asia,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0,7.056318,124.680812,Unknown
2011,6,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,1.0,10.895222,123.018631,New People's Army (NPA)
2014,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,1.0,0.0,6.832785,124.883412,Bangsamoro Islamic Freedom Movement (BIFM)
2017,8,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,8.073279,123.737353,New People's Army (NPA)
2017,3,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.316422,126.125427,New People's Army (NPA)
2017,7,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,8.121913,126.047912,New People's Army (NPA)
2014,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.823071,126.055367,New People's Army (NPA)
2010,5,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,2.0,0.0,13.468742,123.277115,New People's Army (NPA)
2010,11,Philippines,Southeast Asia,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0,7.221637,126.161845,New People's Army (NPA)
2016,3,Philippines,Southeast Asia,Hijacking,Maritime,Firearms,0.0,0.0,5.30555,120.125,Abu Sayyaf Group (ASG)
2017,3,Philippines,Southeast Asia,Hijacking,Maritime,Firearms,0.0,0.0,6.644703,122.299491,Abu Sayyaf Group (ASG)
2015,6,Philippines,Southeast Asia,Hijacking,Business,Firearms,0.0,0.0,11.004984,122.537274,New People's Army (NPA)
2017,2,Philippines,Southeast Asia,Hijacking,Private Citizens & Property,Unknown,1.0,0.0,7.83611,124.36306,Maute Group
2009,2,Philippines,Southeast Asia,Hijacking,Transportation,Incendiary,0.0,0.0,6.963264,126.016094,New People's Army (NPA)
2017,10,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Military,Firearms,1.0,0.0,7.346308,125.182953,New People's Army (NPA)
2016,2,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Business,Incendiary,0.0,0.0,18.06154,121.645806,New People's Army (NPA)
2017,5,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Business,Firearms,2.0,0.0,8.006769,124.283989,Islamic State of Iraq and the Levant (ISIL)
2017,7,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Business,Firearms,0.0,0.0,13.883333,122.25,New People's Army (NPA)
2016,4,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Police,Firearms,0.0,0.0,8.460868,123.202257,New People's Army (NPA)
2017,9,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Business,Firearms,0.0,0.0,13.111536,123.676382,New People's Army (NPA)
2017,1,Philippines,Southeast Asia,Hostage Taking (Barricade Incident),Maritime,Firearms,8.0,0.0,7.131007,122.268829,Unknown
2016,2,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,0.0,0.0,6.031285,120.971924,Abu Sayyaf Group (ASG)
2013,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,5.0,0.0,8.565139,125.522394,New People's Army (NPA)
2017,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,9.0,0.0,8.005161,124.287527,Islamic State of Iraq and the Levant (ISIL)
2016,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0,8.04532,126.06184,New People's Army (NPA)
2014,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,7.367793,125.846433,New People's Army (NPA)
2013,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,7.188889,124.183889,Unknown
2015,1,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0,6.664421,122.185398,Abu Sayyaf Group (ASG)
2015,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Firearms,0.0,4.0,8.800501,126.300016,New People's Army (NPA)
2016,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,0.0,6.088221,121.109329,Abu Sayyaf Group (ASG)
2014,2,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,6.067685,121.099724,Abu Sayyaf Group (ASG)
2012,3,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,6.066667,121.1,Abu Sayyaf Group (ASG)
2014,3,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,6.050894,120.993495,Abu Sayyaf Group (ASG)
2017,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Firearms,1.0,5.0,7.481878,125.212099,New People's Army (NPA)
2013,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Maritime,Firearms,0.0,0.0,6.598449,122.040153,Abu Sayyaf Group (ASG)
2014,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,6.332669,125.264077,New People's Army (NPA)
2009,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,7.654344,125.802494,New People's Army (NPA)
2017,2,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,7.37,125.953889,New People's Army (NPA)
2012,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,6.050458,121.012245,Abu Sayyaf Group (ASG)
2010,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,6.929089,122.07885,Unknown
2014,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,2.0,0.0,8.103952,125.130026,New People's Army (NPA)
2016,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,2.0,0.0,7.733993,124.316283,Maute Group
2009,10,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,9.004195,125.647026,Unknown
2014,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,13.9213,120.878729,New People's Army (NPA)
2016,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,5.0,6.050458,121.012245,Abu Sayyaf Group (ASG)
2012,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,2.0,0.0,6.862806,124.443649,Bangsamoro Islamic Freedom Movement (BIFM)
2008,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),NGO,Firearms,0.0,0.0,6.704221,121.973842,Abu Sayyaf Group (ASG)
2013,11,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,6.545399,121.873756,Abu Sayyaf Group (ASG)
2008,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,0.0,0.0,6.501934,122.123761,Moro Islamic Liberation Front (MILF)
2013,11,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0,7.466943,125.961685,New People's Army (NPA)
2014,11,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Unknown,1.0,0.0,12.99271,124.014746,National Democratic Front-Bicol (NDF-Bicol)
2013,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,7.416381,126.001089,New People's Army (NPA)
2013,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,0.0,6.929089,122.07885,Abu Sayyaf Group (ASG)
2008,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Unknown,0.0,0.0,9.5725,125.73306,New People's Army (NPA)
2015,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,6.606469,122.192254,Abu Sayyaf Group (ASG)
2015,3,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,0.0,6.04343,120.994263,Abu Sayyaf Group (ASG)
2010,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,7.209594,124.241966,Unknown
2009,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0,7.60351,125.170403,New People's Army (NPA)
2008,12,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,7.500345,125.187922,New People's Army (NPA)
2015,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,3.0,0.0,8.69693,125.131872,New People's Army (NPA)
2017,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,0.0,0.0,8.868648,126.050244,New People's Army (NPA)
2013,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,8.187962,125.852918,New People's Army (NPA)
2012,12,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,7.619421,125.627881,New People's Army (NPA)
2013,5,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,7.448215,125.809413,New People's Army (NPA)
2008,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,0.0,0.0,7.825054,126.05176,New People's Army (NPA)
2016,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Maritime,Firearms,0.0,0.0,5.989683,121.039697,Abu Sayyaf Group (ASG)
2013,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,7.051825,124.504635,Bangsamoro Islamic Freedom Movement (BIFM)
2010,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0,13.997257,124.182039,New People's Army (NPA)
2014,12,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,7.027705,125.114258,New People's Army (NPA)
2011,12,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0,7.785306,122.592856,Abu Sayyaf Group (ASG)
2017,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1.0,0.0,7.1609,125.060841,New People's Army (NPA)
2017,10,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,7.238841,125.142067,New People's Army (NPA)
2008,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,7.971645,122.396278,Moro Islamic Liberation Front (MILF)
2016,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Firearms,0.0,0.0,8.289271,125.027471,New People's Army (NPA)
2013,12,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,8.116667,124.216667,Moro Islamic Liberation Front (MILF)
2015,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,7.784172,122.583282,Abu Sayyaf Group (ASG)
2016,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Firearms,0.0,0.0,9.617155,125.401468,New People's Army (NPA)
2009,11,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Unknown,1.0,0.0,6.545399,121.873756,Abu Sayyaf Group (ASG)
2016,9,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,6.082966,125.282669,New People's Army (NPA)
2011,11,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Melee,1.0,0.0,7.841426,122.845995,New People's Army (NPA)
2013,6,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Unknown,0.0,0.0,7.370278,125.495884,New People's Army (NPA)
2014,3,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Business,Incendiary,0.0,0.0,9.051549,118.049001,New People's Army (NPA)
2009,1,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Unknown,0.0,0.0,14.792523,121.148472,New People's Army (NPA)
2011,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,0.0,8.578528,125.898704,Unknown
2015,10,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,8.97149,125.351822,Unknown
2012,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,8.110727,122.7883,Abu Sayyaf Group (ASG)
2013,3,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Firearms,0.0,0.0,7.515278,126.017778,New People's Army (NPA)
2014,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0,6.066812,121.100482,Abu Sayyaf Group (ASG)
2014,8,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,9.164595,125.523167,New People's Army (NPA)
2014,12,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,0.0,0.0,7.583232,125.834451,New People's Army (NPA)
2017,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,9.233334,126.166664,New People's Army (NPA)
2014,7,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,6.019005,121.121649,Abu Sayyaf Group (ASG)
2012,4,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Police,Firearms,0.0,0.0,7.8175,123.283611,New People's Army (NPA)
2013,2,Philippines,Southeast Asia,Hostage Taking (Kidnapping),Military,Firearms,0.0,0.0,8.45,126.166667,New People's Army (NPA)
2017,5,Philippines,Southeast Asia,Unarmed Assault,Police,Incendiary,0.0,0.0,17.801519,121.664848,New People's Army (NPA)
2017,11,Philippines,Southeast Asia,Unknown,Police,Unknown,0.0,0.0,9.710856,125.502383,New People's Army (NPA)
2014,9,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,13.318755,123.73859,New People's Army (NPA)
2017,3,Philippines,Southeast Asia,Unknown,NGO,Unknown,0.0,0.0,9.681835,125.396062,New People's Army (NPA)
2009,8,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,1.0,2.0,6.977611,124.385367,Unknown
2013,6,Philippines,Southeast Asia,Unknown,Military,Unknown,2.0,1.0,8.5686,125.521584,New People's Army (NPA)
2014,9,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,7.118944,124.817126,Bangsamoro Islamic Freedom Movement (BIFM)
2008,8,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,2.0,0.0,5.862281,124.990597,Moro Islamic Liberation Front (MILF)
2017,5,Philippines,Southeast Asia,Unknown,Military,Unknown,2.0,2.0,6.534412,124.137762,New People's Army (NPA)
2017,1,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,7.073259,124.502837,Bangsamoro Islamic Freedom Movement (BIFM)
2017,3,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,0.0,0.0,6.957177,124.444624,Bangsamoro Islamic Freedom Movement (BIFM)
2013,8,Philippines,Southeast Asia,Unknown,Government (General),Unknown,0.0,0.0,7.693611,123.294444,New People's Army (NPA)
2013,5,Philippines,Southeast Asia,Unknown,Military,Unknown,1.0,2.0,13.818619,122.789848,New People's Army (NPA)
2011,6,Philippines,Southeast Asia,Unknown,Terrorists/Non-State Militia,Unknown,1.0,0.0,9.824592,122.908241,New People's Army (NPA)
2013,11,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,7.351463,126.155,New People's Army (NPA)
2015,3,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,7.60152,125.169927,New People's Army (NPA)
2011,10,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,0.0,3.0,6.556828,121.883449,Unknown
2015,7,Philippines,Southeast Asia,Unknown,Military,Unknown,3.0,0.0,9.452782,125.574522,New People's Army (NPA)
2008,6,Philippines,Southeast Asia,Unknown,Terrorists/Non-State Militia,Unknown,3.0,1.0,17.491064,120.761594,New People's Army (NPA)
2014,9,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,0.0,0.0,12.921377,124.124267,New People's Army (NPA)
2017,1,Philippines,Southeast Asia,Unknown,Military,Unknown,1.0,0.0,7.300206,125.41013,New People's Army (NPA)
2015,7,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,17.501331,121.200779,New People's Army (NPA)
2010,12,Philippines,Southeast Asia,Unknown,Business,Unknown,0.0,2.0,6.4782,125.10688,New People's Army (NPA)
2009,2,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,0.0,0.0,8.164299,124.282343,Moro Islamic Liberation Front (MILF)
2009,7,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,1.0,0.0,6.445439,124.927344,New People's Army (NPA)
2008,8,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,0.0,0.0,7.231183,124.48851,Moro Islamic Liberation Front (MILF)
2017,5,Philippines,Southeast Asia,Unknown,Military,Unknown,0.0,0.0,16.885565,122.126684,New People's Army (NPA)
